"Address","Status Code","Title 1","Indexability","Indexability Status"
"https://keytegroup.com/how-we-think/complete-lean-enterprise-book/articles-and-thoughts","404","","Non-Indexable","Client Error"
"https://keytegroup.com/how-we-think/complete-lean-enterprise-book/index","200","The Complete Lean Enterprise, 2nd edition - Keyte Group | Keyte Group","Non-Indexable","Canonicalised"
"https://keytegroup.com/how-we-think/perfecting-patient-journeys-book","404","","Non-Indexable","Client Error"
"https://keytegroup.com/how-we-think/short-stops","404","","Non-Indexable","Client Error"
"https://keytegroup.com/how-we-think/complete-lean-enterprise-book","404","","Non-Indexable","Client Error"
"https://keytegroup.com/how-we-think/articles-and-thoughts","404","","Non-Indexable","Client Error"
"https://keytegroup.com/how-we-think/remarketing-continuous-improvement","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/what-we-did/a3-thinking/","200","A3 Thinking for Organizational Transformation - Keyte Group | Keyte Group","Indexable",""
"https://www.keytegroup.com/who-we-are/","200","Who We Are - Hands-On Problem Solvers | Keyte Group | Keyte Group","Indexable",""
"https://www.keytegroup.com/how-we-think/remarketing-continuous-improvement/","200","Remarketing Continuous Improvement - Keyte Group | Keyte Group","Indexable",""
"https://www.keytegroup.com/how-we-think/perfecting-patient-journeys-book/","200","Perfecting Patient Journeys - Keyte Group | Keyte Group","Indexable",""
"https://www.keytegroup.com/who-we-served/clients-industry/","200","Clients by Industry - Keyte Group | Keyte Group","Indexable",""
"https://www.keytegroup.com/how-we-think/complete-lean-enterprise-book/","200","The Complete Lean Enterprise, 2nd edition - Keyte Group | Keyte Group","Indexable",""
"https://www.keytegroup.com/what-we-did/value-stream-mapping/","200","Value Stream Mapping (VSM) for Process Improvement - Keyte Group | Keyte Group","Indexable",""
"https://www.keytegroup.com/what-we-did/collaborative-learning/","200","Collaborative Learning for Organizational Excellence - Keyte Group | Keyte Group","Indexable",""
"https://www.keytegroup.com/how-we-think/short-stops/","200","Short Stops: Building For The Post Pandemic Era - Keyte Group | Keyte Group","Indexable",""
"https://www.keytegroup.com/what-we-did/leadership-coaching/","200","Leadership Coaching for Organizational Transformation - Keyte Group | Keyte Group","Indexable",""
"https://www.keytegroup.com/contact/","200","Contact - Connect with Beau Keyte | Keyte Group | Keyte Group","Indexable",""
"https://www.keytegroup.com/how-we-think/","200","How We Think - Thought Leadership & Resources | Keyte Group | Keyte Group","Indexable",""
"https://keytegroup.com/what-we-did/a3-thinking","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/who-we-served/","200","Who We Served - Keyte Group | Keyte Group","Indexable",""
"https://keytegroup.com/what-we-did/leadership-coaching","404","","Non-Indexable","Client Error"
"https://keytegroup.com/what-we-did/value-stream-mapping","404","","Non-Indexable","Client Error"
"https://keytegroup.com/what-we-did/collaborative-learning","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/what-we-did/","200","What We Did - Lean Transformation Services | Keyte Group | Keyte Group","Indexable",""
"https://keytegroup.com/how-we-think/articles-and-thoughts/short-stops","404","","Non-Indexable","Client Error"
"https://keytegroup.com/how-we-think/articles-and-thoughts/complete-lean-enterprise-book","404","","Non-Indexable","Client Error"
"https://keytegroup.com/index","200","The Keyte Group - Industry Support, Teaching & Professional Insights","Non-Indexable","Canonicalised"
"https://www.keytegroup.com/how-we-think/articles-and-thoughts/","200","Articles and Thoughts - Keyte Group | Keyte Group","Indexable",""
"https://keytegroup.com/how-we-think/articles-and-thoughts/perfecting-patient-journeys-book","404","","Non-Indexable","Client Error"
"https://keytegroup.com/how-we-think/articles-and-thoughts/strategic-stockpile","404","","Non-Indexable","Client Error"
"https://keytegroup.com/how-we-think/articles-and-thoughts/index","200","Articles and Thoughts - Keyte Group | Keyte Group","Non-Indexable","Canonicalised"
"https://www.keytegroup.com/who-we-are/beau-keyte/","200","Beau Keyte - Organization and Management Expert | Keyte Group | Keyte Group","Indexable",""
"https://keytegroup.com/who-we-are/beau-keyte/beau-keyte","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/who-we-are/beau-keyte/beau-keyte","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/how-we-think/articles-and-thoughts/perfecting-patient-journeys-book","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/how-we-think/articles-and-thoughts/index","200","Articles and Thoughts - Keyte Group | Keyte Group","Non-Indexable","Canonicalised"
"https://www.keytegroup.com/how-we-think/articles-and-thoughts/complete-lean-enterprise-book","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/how-we-think/articles-and-thoughts/short-stops","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/complete-lean-enterprise-book","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/how-we-think/short-stops/short-stops","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/perfecting-patient-journeys-book","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/contact","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/how-we-think/short-stops/remarketing-continuous-improvement","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/articles-and-thoughts","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/how-we-think/complete-lean-enterprise-book/articles-and-thoughts","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/how-we-think/complete-lean-enterprise-book/index","200","The Complete Lean Enterprise, 2nd edition - Keyte Group | Keyte Group","Non-Indexable","Canonicalised"
"https://www.keytegroup.com/how-we-think/complete-lean-enterprise-book/perfecting-patient-journeys-book","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/how-we-think/perfecting-patient-journeys-book/index","200","Perfecting Patient Journeys - Keyte Group | Keyte Group","Non-Indexable","Canonicalised"
"https://www.keytegroup.com/who-we-served/clients-industry/clients-industry","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/index","200","The Keyte Group - Industry Support, Teaching & Professional Insights","Non-Indexable","Canonicalised"
"https://www.keytegroup.com/how-we-think/remarketing-continuous-improvement","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/how-we-think/perfecting-patient-journeys-book","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/how-we-think/perfecting-patient-journeys-book/complete-lean-enterprise-book","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/how-we-think/articles-and-thoughts","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/how-we-think/complete-lean-enterprise-book","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/how-we-think/short-stops","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/how-we-think/articles-and-thoughts/strategic-stockpile","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/who-we-are/beau-keyte","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/what-we-did/a3-thinking","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/what-we-did/collaborative-learning","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/what-we-did/leadership-coaching","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/how-we-think/perfecting-patient-journeys-book/articles-and-thoughts","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/what-we-did/value-stream-mapping","404","","Non-Indexable","Client Error"
"https://www.keytegroup.com/how-we-think/articles-and-thoughts/strategic-stockpile/","200","Building Back Better: Creating A Strategic National Stockpile Coalition - Keyte Group | Keyte Group","Indexable",""
"https://www.keytegroup.com/how-we-think","404","","Non-Indexable","Client Error"
"https://keytegroup.com/how-we-think","404","","Non-Indexable","Client Error"
